日期,收支类型,金额,类别,二级分类,账户,账本,退款,优惠,备注,标签,报销账户,报销金额,报销明细,多币种,地址,创建用户,其他,附件1,附件2,附件3,附件4,附件5
2024-12-03 15:14,支出,-1.60 ,交通,🚍,,日常账本,,,刷卡,周期生活,,,,,江苏省南京市玄武区龙蟠路278号,,,,,,,
2024-12-03 13:44,支出,0.00 ,交通,🚅,,日常账本,110,,南京→上海,"25.1日本壹, 波动safar, 消费",,,,,江苏省常州市新北区金牛东路,,,,,,,
2024-12-03 12:31,收入,2.00 ,收入,其他,建设银行,日常账本,,,建设银行 转账优惠,,,,,,,,,,,,,
2024-12-02 23:59,收入,8.14 ,收入,副业,,日常账本,,,12月02日养基宝收益,,,,,,,,不计入收支,,,,,
2024-12-01 23:07,收入,5.00 ,收入,副业,,日常账本,,,12月01日建行收益,,,,,,,,不计入收支,,,,,
2024-12-01 19:02,支出,-198.00 ,购物,穿戴,,日常账本,,,,"优衣库, 秋衣, 秋裤, 多舒暖",,,,,江苏省常州市武进区定安中路71-12号,,不计入收支、不计入预算,,,,,
2024-12-01 17:05,支出,-2.85 ,人际,礼物,,日常账本,,,,"妈妈, 墨囊, 周期生活",,,,,江苏省常州市武进区定安中路71号-10,,,,,,,
2024-12-01 10:55,收入,0.20 ,收入,副业,qyx小荷包,日常账本,,,,25.1日本壹,,,,,湾里新村-北区,,,,,,,
2024-12-01 10:53,收入,0.00 ,其他,小荷包AA,qyx小荷包,日常账本,395.26,,,25.1日本壹,,,,,湾里新村-北区,,,,,,,
2024-12-01 10:47,支出,-392.73 ,娱乐,景点,,日常账本,392.74,,上海携程国际旅行社有限公司,"usj, 25.1日本壹, 波动safar, 消费",,,,,江苏省常州市武进区府北路,,,,,,,
2024-12-01 00:37,支出,-29.00 ,生活,话费网费,,日常账本,,,,"话费, 周期生活",,,,,湾里新村-北区,,,,,,,
2024-12-01 00:00,支出,-5.00 ,生活,话费网费,180电话卡,日常账本,,,,"话费, 周期生活",,,,,湾里新村-北区,,,,,,,
2024-11-30 23:10,收入,76.50 ,收入,副业,微信钱包,日常账本,,,,学支,,,,,湾里新村-北区,,,,,,,
2024-11-30 10:19,支出,-1.00 ,购物,,,日常账本,,,50ml,"真空按压瓶, 波动safar, 消费",,,,,,,,,,,,
2024-11-29 20:04,收入,0.23 ,收入,其他,余额宝,日常账本,,,,,,,,,江苏省常州市武进区定安中路71-12号,,,,,,,
2024-11-29 19:45,支出,-49.44 ,饮食,,,日常账本,,,*婷,"半口面包, 周期生活",,,,,江苏省常州市武进区社桥路,,,,,,,
2024-11-29 17:16,收入,21.34 ,其他,平账,余额宝,日常账本,,,支付宝 账户余额补齐,,,,,,,,不计入收支,,,,,
2024-11-29 17:14,收入,0.04 ,收入,副业,建设银行,日常账本,,,,,,,,,湾里新村-北区,,不计入收支,,,,,
2024-11-29 17:13,收入,9.00 ,收入,副业,,日常账本,,,11月29日建行收益,,,,,,,,不计入收支,,,,,
2024-11-29 16:56,收入,4.88 ,收入,副业,,日常账本,,,11月29日养基宝收益,,,,,,,,不计入收支,,,,,
2024-11-29 08:14,支出,-1.00 ,购物,,,日常账本,,,50ml,"真空按压瓶, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-29 07:51,支出,-109.00 ,购物,电子产品,花呗,日常账本,,,官方壳，26.3.7两个角碎掉到不能用的程度了,"三星平板壳, 波动生活, s9fe+",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-28 21:06,支出,-1.38 ,购物,文具,花呗,日常账本,,,条状纸质便利贴*80,"便利贴, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-28 19:23,支出,-3.50 ,生活,水费,校园卡,日常账本,,,,周期生活,,,,,江苏省南京市江宁区龙西互通,,,,,,,
2024-11-28 19:14,支出,-3.99 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市江宁区砚西路,,,,,,,
2024-11-28 18:48,支出,-11.80 ,购物,穿戴,,日常账本,,,,"膝套, 消费",,,,,江苏省南京市江宁区砚东路,,,,,,,
2024-11-28 18:14,支出,-5.00 ,生活,电费,建设银行,日常账本,,,,周期生活,,,,,江苏省南京市江宁区怡园路,,,,,,,
2024-11-28 17:55,支出,-10.00 ,课学,运动健身,,日常账本,,,,"游泳, 周期safar, 消费, 运动",,,,,,,,,,,,
2024-11-28 15:57,支出,-3.94 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市秦淮区御道街29-4-临,,,,,,,
2024-11-28 15:57,支出,-17.34 ,饮食,,,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市江宁区慧园路,,,,,,,
2024-11-28 15:55,支出,-3.49 ,购物,穿戴,花呗,日常账本,,,,"蛇骨链, 消费",,,,,江苏省南京市秦淮区御道街29-4-临,,,,,,,
2024-11-28 14:23,支出,-18.80 ,购物,穿戴,花呗,日常账本,,,8mm,"珍珠项链, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-28 12:33,支出,-110.00 ,购物,穿戴,建设银行,日常账本,,,,"背心裙, helloooeat, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-28 12:03,支出,-9.48 ,饮食,饮料零食,,日常账本,,,*2,"卡士, 酸奶, 消费",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-28 11:44,支出,-8.12 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-28 10:15,支出,-3.00 ,生活,水费,建设银行,日常账本,,,顺水漫生活,"洗衣服, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-27 19:46,支出,-3.99 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市江宁区怡园路,,,,,,,
2024-11-27 16:48,支出,-1.80 ,饮食,,建设银行,日常账本,,,25g,"奶粉, 周期生活",,,,,江苏省南京市江宁区长亭街,,,,,,,
2024-11-27 14:47,支出,-137.00 ,娱乐,按摩,建设银行,日常账本,,,,"和子足浴, 周期生活",,,,,江苏省南京市江宁区长亭街,,,,,,,
2024-11-27 13:59,支出,-3.80 ,交通,🚇,常州一卡通,日常账本,,,刷手机,周期生活,,,,,江苏省南京市江宁区清水亭西路41号,,,,,,,
2024-11-27 11:15,支出,-8.53 ,饮食,,,日常账本,,,南京市秦淮区闽忠馄饨店,周期生活,,,,,江苏省南京市秦淮区三条营,,,,,,,
2024-11-27 10:07,支出,-1.60 ,交通,🚍,,日常账本,,,刷卡,周期生活,,,,,江苏省南京市秦淮区后标营33号205室,,,,,,,
2024-11-26 21:16,支出,-0.10 ,购物,,建设银行,日常账本,,,,"垃圾架, 波动生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-26 21:14,支出,-0.06 ,购物,,,日常账本,,,,"眼镜袋, 波动safar, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-26 21:11,支出,-0.50 ,购物,美妆,花呗,日常账本,,,,"细节刷, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-26 19:21,支出,-1.89 ,购物,体育用品,花呗,日常账本,,,21cm,"硅胶扎带, 计数手环, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-26 18:28,支出,-4.43 ,饮食,水果,,日常账本,,,,消费,,,,,,,,,,,,
2024-11-26 18:04,支出,-8.12 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-26 16:58,支出,-2.48 ,购物,文具,花呗,日常账本,,,9.5*13,"便签本, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-26 12:13,支出,-2.85 ,交通,🚇,常州一卡通,日常账本,,,刷手机,周期生活,,,,,,,,,,,,
2024-11-26 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,11月25日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-25 23:07,支出,-0.50 ,购物,,花呗,日常账本,,,,"收纳袋, 波动safar, 消费",,,,,江苏省常州市武进区府北路,,,,,,,
2024-11-25 10:38,收入,3.00 ,收入,副业,,日常账本,,,11月25日建行收益,,,,,,,,不计入收支,,,,,
2024-11-25 10:37,收入,0.05 ,收入,副业,建设银行,日常账本,,,,,,,,,湾里新村-北区,,不计入收支,,,,,
2024-11-25 10:08,收入,2.00 ,收入,副业,微信钱包,日常账本,,,,微信金币,,,,,湾里新村-北区,,,,,,,
2024-11-25 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,11月24日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-24 23:59,支出,-43.00 ,交通,🚅,,日常账本,,,,"回家, 回校, 周期生活",,,,,湾里新村-北区,,,,,,,
2024-11-24 17:27,支出,0.00 ,购物,,建设银行,日常账本,0.01,,,"收纳盒, 波动safar, 消费",,,,,,,,,,,,
2024-11-24 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,11月23日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-23 21:33,支出,-24.80 ,宠物,,花呗,日常账本,,,,"狗狗衣服, 消费",,,,,江苏省常州市武进区府北路,,,,,,,
2024-11-23 16:38,收入,2.00 ,收入,其他,建设银行,日常账本,,,建设银行 转账优惠,,,,,,,,,,,,,
2024-11-23 16:15,支出,-479.00 ,购物,穿戴,,日常账本,,,project-c*,"鞋, 李宁, 消费",,,,,湾里新村-北区,,,,,,,
2024-11-23 15:36,支出,0.00 ,购物,穿戴,建设银行,日常账本,179,,,"背心裙, 消费",,,,,,,,,,,,
2024-11-23 15:36,支出,0.00 ,购物,穿戴,建设银行,日常账本,58.6,,,"背心裙, 消费",,,,,,,,,,,,
2024-11-23 00:58,支出,-0.33 ,购物,日用品,,日常账本,,,50抽,"洗脸巾, 周期生活",,,,,江苏省常州市武进区定安中路71号-10,,,,,,,
2024-11-23 00:58,支出,-0.33 ,购物,日用品,,日常账本,,,100抽,"抽纸, 周期生活",,,,,江苏省常州市武进区定安中路71号-10,,,,,,,
2024-11-23 00:58,支出,-0.34 ,购物,日用品,,日常账本,,,80抽,"抽纸, 周期生活",,,,,江苏省常州市武进区定安中路71号-10,,,,,,,
2024-11-23 00:41,支出,-4.41 ,购物,日用品,,日常账本,,,,"热水袋, 周期生活",,,,,江苏省常州市武进区定安中路71号-10,,,,,,,
2024-11-23 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,11月22日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-22 23:50,支出,-10.78 ,购物,穿戴,花呗,日常账本,,,*2,"过膝袜, 消费, 袜子",,,,,江苏省常州市武进区府北路,,,,,,,
2024-11-22 22:58,支出,-32.83 ,购物,穿戴,建设银行,日常账本,,,小羊帽,"帽子, 消费",,,,,江苏省常州市武进区府北路,,,,,,,
2024-11-22 22:46,支出,-53.12 ,购物,穿戴,花呗,日常账本,,,,"高领打底衫, 消费",,,,,湾里新村-北区,,,,,,,
2024-11-22 22:45,支出,0.00 ,购物,穿戴,花呗,日常账本,74,,,"背心裙, 消费",,,,,湾里新村-北区,,,,,,,
2024-11-22 22:12,收入,8.00 ,收入,副业,,日常账本,,,11月22日建行收益,,,,,,,,不计入收支,,,,,
2024-11-22 22:09,支出,-17.00 ,其他,平账,余额宝,日常账本,,,支付宝 账户余额补齐,,,,,,,,不计入收支,,,,,
2024-11-22 22:05,支出,-13.32 ,其他,理财亏损,,日常账本,,,11月22日养基宝亏损,,,,,,,,不计入收支,,,,,
2024-11-22 20:18,支出,-1.00 ,人际,礼物,,日常账本,,,,"妈妈, 周期生活",,,,,,,,,,,,
2024-11-22 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,11月21日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-21 23:59,收入,6.53 ,收入,副业,,日常账本,,,11月21日养基宝收益,,,,,,,,不计入收支,,,,,
2024-11-21 20:34,支出,-2.85 ,交通,🚇,,日常账本,,,刷卡,周期生活,,,,,江苏省常州市武进区古方路116,,,,,,,
2024-11-21 19:08,支出,-2.00 ,生活,水费,校园卡,日常账本,,,,周期生活,,,,,江苏省南京市栖霞区七铁二线,,,,,,,
2024-11-21 15:51,支出,-1.60 ,交通,🚍,,日常账本,,,刷卡,周期生活,,,,,江苏省南京市秦淮区御道街46号,,,,,,,
2024-11-21 11:33,支出,-10.20 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-21 09:33,支出,-1.00 ,购物,日用品,,日常账本,,,抽纸*2+挂钩*20,"挂钩, 抽纸, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-21 00:00,收入,0.02 ,收入,副业,余额宝,日常账本,,,11月20日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-20 23:59,支出,-10.00 ,课学,运动健身,,日常账本,,,,"游泳, 周期safar, 消费, 运动",,,,,江苏省南京市栖霞区七铁二线,,,,,,,
2024-11-20 19:14,支出,-3.99 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市江宁区砚西路,,,,,,,
2024-11-20 18:30,支出,-2.00 ,购物,体育用品,花呗,日常账本,,,,"计数手环, 计数器, 波动safar, 消费",,,,,江苏省南京市江宁区慧园路,,,,,,,
2024-11-20 18:30,支出,-1.92 ,购物,体育用品,花呗,日常账本,,,15cm,"计数手环, 硅胶扎带, 波动safar, 消费",,,,,江苏省南京市江宁区慧园路,,,,,,,
2024-11-20 18:21,支出,-16.88 ,饮食,,,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市江宁区慧园路,,,,,,,
2024-11-20 15:58,支出,-3.68 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市秦淮区御道街29号,,,,,,,
2024-11-20 13:44,收入,13.78 ,收入,副业,,日常账本,,,11月20日养基宝收益,,,,,,,,不计入收支,,,,,
2024-11-20 12:59,支出,-0.22 ,购物,,,日常账本,,,,"小刀, 波动生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-20 12:14,支出,-8.06 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-20 10:46,支出,-1.00 ,课学,课,建设银行,日常账本,,,,"圆圆的日语教室初级下, 波动safar, 25.7jlpt, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-20 00:00,收入,0.02 ,收入,副业,余额宝,日常账本,,,11月19日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-19 21:15,支出,-0.30 ,购物,,,日常账本,,,,"密封罐, 波动生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-19 18:05,支出,-10.44 ,饮食,,,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-19 15:05,支出,-7.69 ,其他,平账,余额宝,日常账本,,,支付宝 账户余额补齐,,,,,,,,不计入收支,,,,,
2024-11-19 15:00,收入,15.82 ,收入,副业,,日常账本,,,11月19日养基宝收益,,,,,,,,不计入收支,,,,,
2024-11-19 11:37,支出,-6.00 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-19 10:47,支出,-3.00 ,其他,理财亏损,,日常账本,,,11月19日建行亏损,,,,,,,,不计入收支,,,,,
2024-11-19 10:36,支出,-0.80 ,生活,会员,,日常账本,,,,"淘宝省钱卡, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-19 00:00,收入,0.02 ,收入,副业,余额宝,日常账本,,,11月18日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-18 23:59,支出,-4.99 ,其他,理财亏损,,日常账本,,,11月18日养基宝亏损,,,,,,,,不计入收支,,,,,
2024-11-18 23:56,支出,-33.00 ,购物,文具,,日常账本,,,,"书法垫, 波动safar, 消费",,,,,南京航空航天大学(明故宫校区)-B10号楼,,,,,,,
2024-11-18 23:07,支出,-8.10 ,购物,穿戴,花呗,日常账本,1,,肉色,"中筒袜, 消费, 袜子",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-18 18:14,支出,-40.93 ,饮食,,,日常账本,41,,辣小多•烟火湖南湘菜（苜蓿园店）,周期生活,,,,,,,,,,,,
2024-11-18 17:39,支出,-1.60 ,交通,🚍,,日常账本,,,刷卡,周期生活,,,,,江苏省南京市秦淮区后标营路,,,,,,,
2024-11-18 16:08,支出,-42.55 ,饮食,,,日常账本,,,【4.3/30g】,"牛肉肠, 30g*10, 周期生活",,,,,,,,,,,,
2024-11-18 13:17,支出,-2.50 ,生活,电费,校园卡,日常账本,7.5,,,周期生活,,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 12:32,支出,-15.37 ,饮食,水果,,日常账本,,,支付宝付款,消费,,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-18 12:13,支出,-11.38 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-18 11:45,支出,-155.00 ,其他,,,日常账本,,,,"签证, 25.1日本壹, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 10:43,支出,0.00 ,其他,,,日常账本,7,,,"证件照, 签证, 25.1日本壹, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 10:23,支出,-55.50 ,生活,话费网费,,日常账本,,,10天10GB,"流量卡, 25.1日本壹, 电话卡, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 09:47,支出,-20.00 ,其他,运费,微信钱包,日常账本,,,寄快递平台,波动生活,,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 09:42,收入,1.00 ,收入,副业,,日常账本,,,11月18日建行收益,,,,,,,,不计入收支,,,,,
2024-11-18 09:25,支出,-4.00 ,生活,水费,微信钱包,日常账本,,,顺水漫生活,"洗衣服, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-18 00:35,支出,-10.48 ,购物,穿戴,,日常账本,,,,"袜套, 消费, 袜子",,,,,南京航空航天大学(明故宫校区)-B10号楼,,,,,,,
2024-11-17 23:42,支出,-2.00 ,课学,书,微信钱包,日常账本,,,,"三联, 波动safar, 消费",,,,,南京航空航天大学(明故宫校区)-B10号楼,,,,,,,
2024-11-17 16:41,收入,50.00 ,收入,其他,微信钱包,日常账本,,,办卡,,,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-17 13:13,支出,-23.80 ,购物,体育用品,花呗,日常账本,3,,,"游泳包, 波动safar, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-17 12:02,支出,-15.16 ,饮食,,建设银行,日常账本,,,饿了么_财付通(银联云闪付),"外卖, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-17 00:00,支出,-0.66 ,生活,话费网费,,日常账本,,,,"校园网, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-16 23:59,支出,-10.00 ,课学,运动健身,,日常账本,,,,"游泳, 周期safar, 消费, 运动",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-16 21:43,支出,-10.70 ,饮食,水果,,日常账本,,,支付宝付款,消费,,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-16 21:08,支出,-3.94 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,江苏省南京市江宁区砚西路,,,,,,,
2024-11-16 17:07,支出,-3.98 ,交通,🚍,,日常账本,,,,"校车, 周期生活",,,,,,,,,,,,
2024-11-16 11:46,收入,0.14 ,收入,其他,,日常账本,,,花呗 转账优惠,,,,,,,,,,,,,
2024-11-16 11:46,支出,-15.44 ,饮食,,,日常账本,,,淮安人特色蛋炒饭,周期生活,,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-16 00:00,收入,0.02 ,收入,副业,余额宝,日常账本,,,11月15日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-16 00:00,支出,-0.66 ,生活,话费网费,,日常账本,,,,"校园网, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 21:25,收入,5.41 ,收入,副业,余额宝,日常账本,,,,,,,,,南京航空航天大学(明故宫校区),,不计入收支,,,,,
2024-11-15 21:24,收入,13.00 ,收入,副业,建设银行,日常账本,,,,,,,,,南京航空航天大学(明故宫校区),,不计入收支,,,,,
2024-11-15 21:16,支出,-6.00 ,生活,水费,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2024-11-15 21:08,收入,3.00 ,收入,副业,,日常账本,,,11月15日建行收益,,,,,,,,不计入收支,,,,,
2024-11-15 20:47,支出,-12.18 ,其他,理财亏损,,日常账本,,,11月15日养基宝亏损,,,,,,,,不计入收支,,,,,
2024-11-15 20:35,支出,0.00 ,购物,穿戴,建设银行,日常账本,160.55,,70cm,"深夜幻境, 海苔, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 17:58,支出,-4.22 ,饮食,,,日常账本,,,,"明故宫食堂, 周期生活",,,,,,,,,,,,
2024-11-15 13:13,支出,-25.00 ,购物,美妆,花呗,日常账本,,,0.3g,"牛郎, 阴影, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:05,支出,-51.13 ,购物,穿戴,建设银行,日常账本,,,,"雪地靴, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:04,支出,-169.26 ,购物,穿戴,建设银行,日常账本,,,75cm,"深夜幻境, 海苔, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:04,支出,-12.60 ,购物,穿戴,花呗,日常账本,,,,"手套, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:04,支出,-8.99 ,购物,日用品,花呗,日常账本,,,,"内裤, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:04,支出,-8.99 ,购物,日用品,花呗,日常账本,,,,"内裤, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:04,支出,0.00 ,购物,穿戴,,日常账本,28.34,,,"过膝袜, 消费, 袜子",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 13:03,支出,0.00 ,购物,穿戴,,日常账本,59.9,,,"过膝袜, 消费, 袜子",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 12:28,支出,-7.11 ,购物,穿戴,花呗,日常账本,,,小红帽,"围巾, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 12:26,支出,0.00 ,购物,穿戴,花呗,日常账本,8.9,,,"袜套, 消费, 袜子",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 12:25,支出,-21.29 ,购物,穿戴,花呗,日常账本,,,苹果包包,"挎包, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 11:29,支出,-12.50 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-15 11:10,支出,-80.92 ,购物,穿戴,,日常账本,96.08,,苹果毛衣,"毛衣, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 11:01,收入,"2,000.00 ",主业,生活费,建设银行,日常账本,,,12月生活费,周期收入,,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 11:00,支出,0.00 ,购物,穿戴,余额宝,日常账本,321,,,"深夜幻境, 海苔, 消费",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 09:57,支出,-0.01 ,购物,日用品,余额宝,日常账本,,,110抽*2,"抽纸, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 09:50,收入,10.00 ,其他,出物,余额宝,日常账本,,,,"88vip, 夸克, 波动收入",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 09:46,收入,35.00 ,其他,出物,余额宝,日常账本,,,,"88vip, 芒果TV, 波动收入",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 08:37,支出,-6.00 ,生活,会员,余额宝,日常账本,,,,"饿了么, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 08:34,收入,44.74 ,其他,出物,余额宝,日常账本,,,,"88vip, 网易云音乐, 波动收入",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-15 08:10,支出,-88.00 ,生活,会员,建设银行,日常账本,,,,"88vip, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-15 00:00,收入,0.06 ,收入,副业,余额宝,日常账本,,,11月14日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-15 00:00,支出,-0.66 ,生活,话费网费,,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2024-11-14 20:45,收入,35.00 ,其他,羊毛,余额宝,日常账本,,,,美物清单,,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-14 17:39,支出,-5.85 ,饮食,,,日常账本,,,明故宫校区711店,"711, 周期生活",,,,,,,,,,,,
2024-11-14 11:43,支出,-19.49 ,饮食,,,日常账本,,,骨头饭黄焖鸡米饭,"黄焖鸡, 周期生活",,,,,江苏省南京市秦淮区后标营18号,,,,,,,
2024-11-14 11:29,收入,5.07 ,收入,副业,,日常账本,,,11月14日建行收益,,,,,,,,不计入收支,,,,,
2024-11-14 11:23,支出,-114.47 ,其他,平账,余额宝,日常账本,,,支付宝 账户余额补齐,,,,,,,,不计入收支,,,,,
2024-11-14 08:15,支出,-9.98 ,购物,日用品,花呗,日常账本,,,,"拖把, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-14 00:00,收入,0.06 ,收入,副业,余额宝,日常账本,,,11月13日支付宝收益发放,,,,,,,,不计入收支,,,,,
2024-11-14 00:00,支出,-0.66 ,生活,话费网费,,日常账本,,,,"校园网, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-13 23:59,支出,-30.90 ,购物,日用品,,日常账本,,,【7.7/】,"5号电池, 3300mah, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-13 23:50,支出,-78.00 ,购物,穿戴,,日常账本,,,,"t恤, 老友记, 消费",,,,,南京航空航天大学(明故宫校区),,,,,,,
2024-11-13 18:21,支出,-8.49 ,饮食,,,日常账本,,,,"明故宫食堂, 周期生活",,,,,,,,,,,,
2024-11-13 11:35,支出,-12.18 ,饮食,,建设银行,日常账本,,,,"明故宫食堂, 周期生活",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-13 11:34,收入,3.00 ,收入,其他,余额宝,日常账本,,,,,,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-13 11:32,支出,-25.16 ,购物,,,日常账本,,,,"拍立得相册, 消费",,,,,江苏省南京市秦淮区凌云路,,,,,,,
2024-11-13 11:32,支出,-49.35 ,人际,礼物,,日常账本,,,借出 钱雨璇 拍立得相册,周期生活,,,,,,,,,,,,
2024-11-13 10:54,收入,27.45 ,其他,出物,余额宝,日常账本,,,,"眉粉, 波动收入",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-13 08:47,支出,-3.00 ,生活,水费,建设银行,日常账本,,,顺水漫生活,"洗衣服, 周期生活",,,,,江苏省南京市秦淮区李府街6号,,,,,,,
2024-11-13 00:00,收入,0.07 ,收入,副业,余额宝,日常账本,,,11月12日支付宝收益发放,,,,,,,,不计入收支,,,,,
